Key Skills,Job Title,Job ID
 Consumer Electronics| nps| Customer Experience| Action Plan| Subject Matter Expertise| Public Sector| Team Leading| Call Center| Operations Management| Chat Process| Customer Engagement,Team Leader -(Technical),6839
 Ruby on Rails,Technical Architect,6840
 Machine Learning| Python| Artificial Intelligence| NLP| Predictive Modeling| Data Management| Data Analytics| Analytics| Predictive Analytics,Technology Manager,6841
corporate sales|sales planning|customer retention|business development|b2b sales|Corporate Gifts|corporate gifting|institutional gifting,Sales/Business Development Manager,6842
 md| Medico marketing,Medical Officer,6843
 Office Assistance| Administration| Travel Desk| Front Office| Reception| Senior Management| Management Skills| MS Office Outlook| Verbal Communication| Document Management,Associate/Senior Associate -(NonTechnical),6844
 strong communication skills| presentation skills| marketing collaterals| interpersonal skills| business development| networking| sales process| it sales| presentations| healthcare,Sales/Business Development Manager,6845
 Outbound| Service| Technical support| Voice process| Target| Inbound calls| Bonus| Bpo voice| Business Executive| Comp,Associate/Senior Associate -(NonTechnical),6846
 iOS Developer| C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,Software Developer,6847
 SQL| Automation| Python| Agile| System administration| Monitoring| Customer support| Computer science| Machine learning| Analytical,Software Developer,6848
 XML| PLSQL| Workflow| Oracle Reports| Oracle apps technical| rice| Oracle e-business suite,Outside Technical Consultant,6849
 Obstetrics,Gynaeocologist,6850
 Radio Diagnosis| MD| DNB,Radiologist,6851
 MEP| MS Office| Usage| FICO| Supervisor| Service excellence| Office Supervisor| Web technologies| Management| Auditor,Project Manager-Production/Manufacturing/Maintenance,6852
 HTML| CSS| ASP.Net| .Net| C#,Software Developer,6853
audit compliance| medical coding| diagnostics| cpt| Orthopedics| medical coder| documentation| patient relations| icd - 10,Outside Consultant,6854
 Cost Accounting| General Ledger Accounting| Banking| Commerce| Bank Reconciliation| Ca,Financial Analyst,6855
RTOS| C| Design Development| Device Drivers| Linux| Networking| Protocol Stack| Device Driver Development| 802.11,Software Developer,6856
 MySQL| Perl| Windows| Performance tuning| VPN| Database administration| Apache| Troubleshooting| Open source| Virtualization,System Administrator,6857
 Java| Technical Consultant| JSP| XML| Oracle Implementation| AJAX,Software Developer,6858
 Administration| Payroll| Data management| Staffing| Analytical| Billing| Healthcare| HR| Financial services| Client management,HR Manager,6859
 Banking| CMA data| Accounts Executive| stock,Accounts Executive/Accountant,6860
 R| SAS| GCP| Cloud| Big Data| Machine Learning| AWS| Python,Data Analyst,6862
 oracle fusion,Project Lead,6863
 Product quality| Product engineering| LINQ| Coding| Agile| Entity framework| MVC| Unit testing| ASP| SQL,Software Developer,6864
 BPO| Outbound| English| Lead generation| Time management| Internet research| Database| Service| Business Executive,Telecalling/Telemarketing Executive,6865
 AngularJS| CSS| UX| UI| HTML| React.js,Software Developer,6867
 MS Dynamics CRM| Microsoft Dynamics,Software Developer,6868
 Ruby on Rails| React js| git,Software Developer,6869
 Outbound| Technical Support Associate| Technical support| process| Sales| Technical| Inbound calls| US shift| Antivirus| Comp,Associate/Senior Associate -(Technical),6870
 business development| market research| pre sales| sales planning| convincing power| sales and marketing| communication| sales| excellent communication| clients handling,Sales/Business Development Manager,6871
 HTML| CSS| SOAP| Rail| OOPS| Ruby| Web Services| Unit Testing,Software Developer,6872
 bpo| domestic bpo| fresher| voice process,Associate/Senior Associate -(NonTechnical),6873
 Graphics| iPhone| Tools| test driven development| IOS| Client server applications| SOA| GIT| Computer science| Web services,Software Developer,6874
 Usage| Academic Research| Product design| Mathematics| content designing| Research| Business Executive| Monitoring| Testing| Teaching,Content Developer,6875
 Export Manager| export,Head/VP/GM-Documentation/Shipping,6876
 marketing campaigns| counselling| team management| training| planning| content development,Counselor,6877
 travel process| customer service| bpo| voice| amex| international bpo| cvent| inbound calls| csr| customer care| cce| customer care executive| voice process| blended process| email process| Customer Support,Associate/Senior Associate -(NonTechnical),6878
 Procurement| Material management| Business process| Relationship management| Performance management| SAP SRM| Service| public sector| Operations| Spend management,Software Developer,6879
 SAP| Abap,IT/Networking-Manager,6881
 SAN| Agile| Analytics| Backend| Trade finance| Unit testing| Asset management| Risk management| Information technology| Financial services,Software Developer,6882
 sql| struts| hibernate| jquery| software development| design patterns| jsf| application support| application development,Software Developer,6883
 android| iphone| software development| symbian| windows mobile| brew| written communication| mobile application development,Software Developer,6884
 css| software development| javascript| database| git| web developer| .net| html| web development| software engineer| angularjs| software developer,Software Developer,6885
front end|demandware|dom|eclipse ide|design development|mvc|object oriented programming|relational databases|jquery,Software Developer,6886
 OTCS,Software Developer,6887
 Procurement| MIS| Order processing| GRN| Purchase process| Recruitment| Leadership development| Inventory management| Vendor Development| Excel,Purchase Executive,6888
Java script|Java|redux|CSS|Javascript|HTML|reactJS,Software Developer,6889
 SAP| Troubleshooting| Oracle| ISO| technical| functions| level| configuration| Configuration management| Customer service| Information technology| quality| Change management| database| java| service| infrastructure| CMMI| .net| support| Monitoring| applications| hardware,Software Developer,6890
 Accounting| Store Keeping,Accounts Executive/Accountant,6891
 Manual Testing| Web Application Testing| Test Engineering| Writing Test Cases| Database Testing| Automation Tools| Web Technologies,Testing Engineer,6892
UX| jQuery| UI| HTML5| Javascript| Bootstrap| CSS3,Software Developer,6893
 software development| android| api| rest| development| life cycle| software| mobile| general| application| design| mobile development| json| developer| sdk| applications,Software Developer,6894
 leadership| design| product development| management| new product development| welding| painting| product costing| Customer Interaction,Design Engineer/Manager,6895
 javascript| ajax| jquery| joomla| mca| wordpress| magento| cms| web development,Software Developer,6896
core java|aws|amazon ec2|ec2|route53|s3|lambda|java|spring|hibernate|struts|amazon web services|amazon struts|amazon hibernate|amazon spring|amazon servlets|Microservices,Technical Architect,6897
 MS project| cyber security| Banking| Project planning| Visio| MS Office| Sharepoint,Outside Consultant,6898
Application support|Outsourcing|Operations|Financial statements|ABAP|SAP FI|Accounting|Root cause analysis|C|Manager Technology,Software Developer,6899
 Computer science| Physical education| Botany| Business studies| Hospitality| Sports| Healthcare| Pharmacy| Hotel management| Public relations,Accounts Executive/Accountant,6900
 Fabrication| Site management| Chemical| ASNT| Inspection| WPS| Heavy fabrication| Petrochemical| Recruitment,Service/Maintenance Engineer,6901
 training| learning & Development| TNI| HR| human resource| korean,Training Manager,6902
 Tools| ios development| Unix| XML| Core Java| Windows| Application development| HTTP| Cocoa touch| Publishing,Software Developer,6903
 Maintenance Engineering| Manpower Handling,Service/Maintenance Supervisor,6904
 SFDC| Salesforce,Testing Engineer,6905
 PHP| Laravel| Zend| Web Technologies| Product Engineering| Performance Tuning,Software Developer,6906
 Technical Support Associate| Sales Associate| Technical support| process| Issue| Senior| Technical| Inbound calls| Bonus| US shift,Associate/Senior Associate -(Technical),6907
 ABAP| Coding| Ale| cmod| Accessories| Technical Solution Architect| Effort estimation| SAP ABAP,Software Developer,6908
 Tourism| Travel| Online Advertising| Business Opportunity| Sales Executive| marketing executive| business development executive| BPO| Back Office| Office Assistance| Computer Operating| Hr Fresher| Fresher| Digital Marketing| online marketing,Fresher,6909
 Project management| MS Office| project support| Diversity and Inclusion| PMP| Business administration| Executive leadership| Change management| Transition Lead| MS project,Project Lead,6910
 jQuery| LINQ| Javascript| Entity framework| SEM| Mobile applications| MVC| Visual Studio| Reporting tools| Ajax,Software Developer,6911
Software Development| Software Developer| visual basic.net| VB.NET| vb 6.0| PHP| ASP.Net| SQL Server| asp . net| vb| vb.net developer| SQL,Software Developer,6912
 advisor recruitment| Financial Products Sales| networking skills| Insurance Sales| business development| social networking| customer retention| cross selling| Marketing,Sales/Business Development Manager,6913
 Information Security| Nist| ITIL| Cobit| Cyber Security| IT| Risk Assessment| Information Technology| Third Party,System Security,6914
 Outbound| Troubleshooting| Technical support| iPhone| English| Group| process| Email| Domestic BPO| International BPO,Associate/Senior Associate -(Technical),6915
 Representative| Php| Xml| Project Management| Microsoft| Application Development| Sdlc| Agile| Cmmi| Scrum,Product Manager,6916
 statutory audit| internal audit| auditing| ifrs| communication skills| Audit Executive,Audit Manager,6917
 SAP| Business objects| SAP BI| Performance tuning| development| technical| analytical| software| testing| OLAP| developing| specification| Unit testing| tools| SDLC| Analytics| Data modeling| web| design| Monitoring,Software Developer,6918
 Selenium Testing| software testing| qa testing| qa quality assurance| Automation Testing| Selenium,Testing Engineer,6919
 Legal Head| Compliance| Legal| Regulatory Compliance,Regulatory Affairs Manager,6920
 Telecaller| telesales,Telecalling/Telemarketing Executive,6921
 C#| TFS| XML| OOPS| .Net| Entity Framework| JSON| ASP.Net MVC| ASP| Ajax,Software Developer,6922
 Process Development| Sales Automation| Sales Process| Trade Marketing| Distribution| Sales Development| National Sales,Sales Promotion Manager,6923
Time Management| Rendering| Lighting| Maya| VRAY| 3Ds Max,Animation Designer,6924
 international sales| bdm| business development manager| chemical sales,Sales/Business Development Manager,6925
 OPD| Gynecology| critical care| Emergency| infertility,Gynaeocologist,6926
 Python| Six Sigma| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,Webmaster,6927
